source_id,target_id,rel_type,rel_subtype,rel_desc_chn,direction,year_start,year_end,weight,evidence_level,source_ref,cbdb_assoc_code,cbdb_role_type,evidence_count,evidence_list,primary_rel,is_bridge
93367,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""519"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93367, ""orig_assoc_id"": 32227, ""cbdb_assoc_code"": 438}]",0,0
93367,33566,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1332"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93367, ""orig_assoc_id"": 33566, ""cbdb_assoc_code"": 438}]",0,0
93367,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1286"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93367, ""orig_assoc_id"": 33606, ""cbdb_assoc_code"": 438}]",0,0
93367,92516,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1237"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93367, ""orig_assoc_id"": 92516, ""cbdb_assoc_code"": 438}]",0,0
93367,94595,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""380"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93367, ""orig_assoc_id"": 94595, ""cbdb_assoc_code"": 438}]",0,0
93409,93022,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""906"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93022, ""orig_assoc_id"": 93409, ""cbdb_assoc_code"": 437}]",0,0
93452,3332,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1043"", ""c_sequence"": """", ""c_text_title"": ""汴泗交流贈張僕射、贈張徐州莫辭酒"", ""orig_personid"": 93452, ""orig_assoc_id"": 3332, ""cbdb_assoc_code"": 438}]",0,0
93452,3605,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1187"", ""c_sequence"": """", ""c_text_title"": ""韋道安"", ""orig_personid"": 93452, ""orig_assoc_id"": 3605, ""cbdb_assoc_code"": 438}]",0,0
93452,3915,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1104"", ""c_sequence"": """", ""c_text_title"": ""別張十三建封"", ""orig_personid"": 93452, ""orig_assoc_id"": 3915, ""cbdb_assoc_code"": 438}]",0,0
93452,13624,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1132"", ""c_sequence"": """", ""c_text_title"": ""送張僕射朝見畢歸鎮、奉和張僕射朝天行"", ""orig_personid"": 93452, ""orig_assoc_id"": 13624, ""cbdb_assoc_code"": 438}]",0,0
93452,93952,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""331"", ""c_sequence"": """", ""c_text_title"": ""南陽公請東櫻桃亭子春讌、上張徐州、答韓愈李觀別因獻張徐州、張徐州席送岑秀才"", ""orig_personid"": 93452, ""orig_assoc_id"": 93952, ""cbdb_assoc_code"": 438}]",0,0
93458,32917,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""261"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 32917, ""orig_assoc_id"": 93458, ""cbdb_assoc_code"": 438}]",1,0
93458,33566,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1334"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93458, ""orig_assoc_id"": 33566, ""cbdb_assoc_code"": 438}]",0,0
93458,94271,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1454"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93458, ""orig_assoc_id"": 94271, ""cbdb_assoc_code"": 438}]",0,0
93476,3130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""246"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3130, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,3332,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""250"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3332, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,3702,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""730"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93476, ""orig_assoc_id"": 3702, ""cbdb_assoc_code"": 438}]",0,0
93476,3840,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""250"", ""c_sequence"": 0, ""c_text_title"": ""[n/a]"", ""orig_personid"": 3840, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,15161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""248"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 15161, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,19244,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""249"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 19244, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,21194,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""250"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 21194, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}, {""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1090"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93476, ""orig_assoc_id"": 21194, ""cbdb_assoc_code"": 438}]",0,0
93476,31222,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""250"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 31222, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,32054,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""247"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 32054, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,32174,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""246"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 32174, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,32540,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""249"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 32540, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,32980,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""251"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 32980, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,32985,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1430"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93476, ""orig_assoc_id"": 32985, ""cbdb_assoc_code"": 438}]",0,0
93476,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""251"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 33606, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,33753,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1358"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93476, ""orig_assoc_id"": 33753, ""cbdb_assoc_code"": 438}]",0,0
93476,92743,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""246"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 92743, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,92982,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""249"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 92982, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,93956,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""247"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93956, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93476,447567,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""248"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 447567, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 438}]",1,0
93503,32174,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""110"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93503, ""orig_assoc_id"": 32174, ""cbdb_assoc_code"": 438}]",0,0
93503,93785,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1395"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93503, ""orig_assoc_id"": 93785, ""cbdb_assoc_code"": 438}]",0,0
93503,93956,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""343"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93503, ""orig_assoc_id"": 93956, ""cbdb_assoc_code"": 438}]",0,0
93503,94271,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1454"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93503, ""orig_assoc_id"": 94271, ""cbdb_assoc_code"": 438}]",0,0
93520,92047,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""253"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 92047, ""orig_assoc_id"": 93520, ""cbdb_assoc_code"": 438}]",1,0
93520,92161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""961"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93520, ""orig_assoc_id"": 92161, ""cbdb_assoc_code"": 438}]",0,0
93520,94183,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1415"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93520, ""orig_assoc_id"": 94183, ""cbdb_assoc_code"": 438}]",0,0
93522,19244,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""219"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 19244, ""orig_assoc_id"": 93522, ""cbdb_assoc_code"": 438}]",1,0
93522,31560,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""218"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 31560, ""orig_assoc_id"": 93522, ""cbdb_assoc_code"": 438}]",1,0
93541,93080,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""270"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93080, ""orig_assoc_id"": 93541, ""cbdb_assoc_code"": 438}]",1,0
93541,93956,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""270"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93956, ""orig_assoc_id"": 93541, ""cbdb_assoc_code"": 438}]",1,0
93541,94227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""269"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 94227, ""orig_assoc_id"": 93541, ""cbdb_assoc_code"": 438}]",1,0
93541,95071,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""270"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 95071, ""orig_assoc_id"": 93541, ""cbdb_assoc_code"": 438}]",1,0
93541,448874,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1072"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93541, ""orig_assoc_id"": 448874, ""cbdb_assoc_code"": 438}]",0,0
93543,13575,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""277"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93543, ""orig_assoc_id"": 13575, ""cbdb_assoc_code"": 438}]",0,0
93543,31407,KIN,K_OTHER,祖父,directed,,,0.7,primary,Pers DB / 唐代人物知識ベース,62,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": 24309, ""c_pages"": ""pers01944"", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": 93543, ""orig_assoc_id"": 31407, ""cbdb_assoc_code"": 62}]",0,0
93544,34916,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1095"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93544, ""orig_assoc_id"": 34916, ""cbdb_assoc_code"": 438}]",0,0
93544,94575,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""477"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93544, ""orig_assoc_id"": 94575, ""cbdb_assoc_code"": 438}]",0,0
93603,19244,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1384"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 19244, ""orig_assoc_id"": 93603, ""cbdb_assoc_code"": 438}]",1,0
93603,30851,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""38"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93603, ""orig_assoc_id"": 30851, ""cbdb_assoc_code"": 438}]",0,0
93603,32174,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""117"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93603, ""orig_assoc_id"": 32174, ""cbdb_assoc_code"": 438}]",0,0
93627,17029,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""25"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93627, ""orig_assoc_id"": 17029, ""cbdb_assoc_code"": 438}]",0,0
93627,34916,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1098"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93627, ""orig_assoc_id"": 34916, ""cbdb_assoc_code"": 438}]",0,0
93627,94183,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1421"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93627, ""orig_assoc_id"": 94183, ""cbdb_assoc_code"": 438}]",0,0
93663,3840,POLITICAL,PO_ADMIRE,被Y欣賞/器重,directed,,,0.5,primary,資治通鑑,17,P,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""3886"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3840"", ""orig_assoc_id"": ""93663"", ""cbdb_assoc_code"": ""17""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""3886"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""93663"", ""orig_assoc_id"": ""3840"", ""cbdb_assoc_code"": ""18""}]",1,0
93663,13060,KIN,K_AFFINAL,翁;公公;丈夫之父,directed,,,0.7,unsourced,,395,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": ""93663"", ""orig_assoc_id"": ""13060"", ""cbdb_assoc_code"": ""395""}]",0,0
93663,19242,KIN,K_CHILD,子,directed,,,1.0,unsourced,,180,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": 93663, ""orig_assoc_id"": 19242, ""cbdb_assoc_code"": 180}]",1,0
93663,19243,POLITICAL,PO_SUPPORT,擁立Y,directed,684,,0.5,primary,資治通鑑,262,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 3886, ""c_pages"": """", ""c_sequence"": 1, ""c_text_title"": ""[n/a]"", ""orig_personid"": 93663, ""orig_assoc_id"": 19243, ""cbdb_assoc_code"": 262}]",0,0
93663,19243,KIN,K_CHILD,子,directed,,,1.0,unsourced,,180,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": 93663, ""orig_assoc_id"": 19243, ""cbdb_assoc_code"": 180}]",1,0
93663,19244,KIN,K_OTHER,孫,directed,,,0.7,unsourced,,243,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": ""93663"", ""orig_assoc_id"": ""19244"", ""cbdb_assoc_code"": ""243""}]",0,0
93663,24645,KIN,K_NEPHEW_NIECE,從子;姪子,directed,,,0.7,primary,Pers DB / 唐代人物知識ベース,177,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": 24309, ""c_pages"": ""pers02079"", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": 93663, ""orig_assoc_id"": 24645, ""cbdb_assoc_code"": 177}]",1,0
93663,31322,POLITICAL,PO_ADMIRE,被Y欣賞/器重,directed,,,0.5,primary,舊唐書,17,P,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""4801"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""31322"", ""orig_assoc_id"": ""93663"", ""cbdb_assoc_code"": ""17""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""4801"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""93663"", ""orig_assoc_id"": ""31322"", ""cbdb_assoc_code"": ""18""}]",1,0
93663,31560,LITERARY,LI_PRAISE_POETRY,詩作為Y所稱道,directed,,,0.4,primary,舊唐書,70,P,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""4801"", ""c_pages"": ""5025"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""31560"", ""orig_assoc_id"": ""93663"", ""cbdb_assoc_code"": ""70""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""4801"", ""c_pages"": ""5025"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""93663"", ""orig_assoc_id"": ""31560"", ""cbdb_assoc_code"": ""71""}]",1,0
93663,91931,POLITICAL,PO_ADMIRE,被Y欣賞/器重,directed,,,0.5,primary,資治通鑑,17,P,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""3886"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""91931"", ""orig_assoc_id"": ""93663"", ""cbdb_assoc_code"": ""17""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""3886"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""93663"", ""orig_assoc_id"": ""91931"", ""cbdb_assoc_code"": ""18""}]",1,0
93663,92959,KIN,K_CHILD,子,directed,,,1.0,unsourced,,180,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": 93663, ""orig_assoc_id"": 92959, ""cbdb_assoc_code"": 180}]",1,0
